,protein_length,mean_disorder_percentile,predictor_disagreement,length_bin
A0A8V8TNH8,464,0.9348406066415416,0.08184858252801522,200-499
A0A8V8TPE2,464,0.9250729874950935,0.10378588773049482,200-499
A0AUZ9,987,0.791837181501396,0.11054513328980417,500-999
A0AV02,714,0.5625719397956951,0.12264413733156103,500-999
A0AV96,593,0.5935291524241073,0.136413028548502,500-999
A0AVF1,554,0.1473063308122043,0.07943577189564914,500-999
A0AVI2,2057,0.251433942129272,0.14163392529328425,>=1000
A0AVI4,362,0.1608590702337172,0.13758555129836683,200-499
A0AVK6,867,0.8213905601610926,0.12701958586425152,500-999
A0AVT1,1052,0.14255398244217474,0.0646008988206332,>=1000
A0FGR8,921,0.5215615279656994,0.09740116341544879,500-999
A0FGR9,886,0.48905238863341577,0.12720586222569166,500-999
A0JD32,116,0.27045896138096254,0.1481564484212789,<200
A0JD36,115,0.23929613121881899,0.12090660793125367,<200
A0JD37,113,0.21480846991014366,0.16503606089248496,<200
A0JLT2,244,0.8756175856568909,0.12361323436838238,200-499
A0JNW5,1464,0.6286238711910012,0.11670881198119618,>=1000
A0JP26,581,0.6879545939048487,0.12297427835110496,500-999
A0M8Q6,106,0.23183097274657863,0.26559162357982563,<200
A0MZ66,631,0.8020009234507587,0.07392487347966882,500-999
A0PG75,271,0.42860496093408046,0.09980577450113208,200-499
A0PJE2,317,0.13071128788164255,0.15042768186269587,200-499
A0PJK1,596,0.13603693685012339,0.10937900902728924,500-999
A0PJW6,202,0.38860691430427957,0.155128978048397,200-499
A0PJW8,107,0.8189476740392535,0.12658087701977258,<200
A0PJX0,185,0.20635143280928894,0.21717705247937616,<200
A0PJX2,215,0.42271515854796843,0.14481224253371366,200-499
A0PJX4,238,0.8081698151536134,0.11722435613760601,200-499
A0PJX8,343,0.3174607254516477,0.11605411751365706,200-499
A0PJY2,475,0.7349335687138188,0.1706855679334277,200-499
A0PJZ0,165,0.35758488403369176,0.1560302471881559,<200
A0PJZ3,443,0.3313266195189056,0.09942191349353942,200-499
A0PK00,339,0.15503079851842066,0.09963798482652257,200-499
A0PK05,275,0.7729556375262748,0.11209044714215506,200-499
A0PK11,232,0.23612685044536244,0.16607303777656707,200-499
A0ZSE6,113,0.6327856190540182,0.21083491901745008,<200
A1A4F0,135,0.38001554608850624,0.20752836459789434,<200
A1A4G5,178,0.9422439833892591,0.046093333710376404,<200
A1A4S6,786,0.48008267458668175,0.0967899587734719,500-999
A1A4V9,331,0.6488820349358948,0.09227387379175936,200-499
A1A4Y4,181,0.34410404688203705,0.18136125821273935,<200
A1A519,330,0.9026434721054222,0.04101775334819404,200-499
A1A580,65,0.701122854473044,0.2985977368295322,<200
A1A5B4,782,0.2894752492526963,0.10575667742050542,500-999
A1A5C7,686,0.5413734839366151,0.08394222545650229,500-999
A1A5D9,508,0.6991780252821828,0.15079975890323258,500-999
A1E959,279,0.8245610553197669,0.12674334767125,200-499
A1IGU5,675,0.3504320900591776,0.11815434159206557,500-999
A1KXE4,195,0.8965846487016053,0.10603077725020434,<200
A1KZ92,1463,0.205479098511346,0.13133235875041843,>=1000
A1L020,520,0.7362583194971719,0.12499576343862016,500-999
A1L0T0,632,0.1355200962079426,0.10219259259830532,500-999
A1L157,253,0.11032429946755945,0.10981913076835403,200-499
A1L162,156,0.8715399389277387,0.14609509678263663,<200
A1L167,161,0.20364872543491466,0.12727808121190243,<200
A1L168,99,0.8145761423447133,0.12418487217482779,<200
A1L170,272,0.9692591118910361,0.0386195132207754,200-499
A1L188,74,0.5298825275881258,0.1765155372866341,<200
A1L190,88,0.4546655241657197,0.25258283943346355,<200
A1L1A6,192,0.6708167664383059,0.1068575658933278,<200
A1L390,1219,0.7799895286168304,0.1631346918609661,>=1000
A1L3X0,281,0.16119102850385575,0.0945856392337486,200-499
A1L3X4,49,0.6543049781377358,0.24775878310152122,<200
A1L429,117,0.9446824646629992,0.1292466402539453,<200
A1L443,756,0.8515767523075883,0.19101652567092758,500-999
A1L453,326,0.3022581810936807,0.11133305417347394,200-499
A1L4H1,1573,0.7140565587506607,0.21941235050103614,>=1000
A1L4K1,749,0.5197685418637146,0.0812416185944967,500-999
A1L4L8,177,0.5637910997952403,0.1882895492375439,<200
A1L4Q6,167,0.7293281064259053,0.16363051886901117,<200
A1X283,911,0.7650769032121576,0.14840905964355774,500-999
A1XBS5,289,0.4856921229764924,0.14335990193089443,200-499
A1YPR0,619,0.7182813281373664,0.1749329130337387,500-999
A1Z1Q3,425,0.7543041059850253,0.12490988286947469,200-499
A2A288,527,0.6613351716633527,0.17940700261159398,500-999
A2A2V5,107,0.8213460300721689,0.1991141943555253,<200
A2A2Y4,597,0.5811389020152923,0.06850212148083595,500-999
A2A2Z9,1011,0.538025902727099,0.1796575035275537,>=1000
A2A368,324,0.6033461285082328,0.14526428520786358,200-499
A2A3K4,754,0.5865984114500623,0.06771186353843948,500-999
A2A3L6,582,0.5467199522332243,0.13362166102544085,500-999
A2A3N6,862,0.6313005077605572,0.08263013296900727,500-999
A2AJT9,711,0.896672736756901,0.11301808509392733,500-999
A2CJ06,578,0.607919161327396,0.06264659407899145,500-999
A2IDD5,438,0.7500098977721449,0.10086816063925282,200-499
A2NJV5,120,0.2488444843294448,0.08584968597709713,<200
A2PYH4,1435,0.551706230337932,0.10067004497098346,>=1000
A2RRD8,509,0.5802178482391783,0.11841916886691393,500-999
A2RRH5,827,0.27307682743323686,0.09036134550340985,500-999
A2RRL7,107,0.7009574501093421,0.16852246010148492,<200
A2RRP1,2371,0.25921995974024636,0.06401181783741075,>=1000
A2RTX5,802,0.2059529847030471,0.1163875174081693,500-999
A2RTY3,570,0.4836173192568573,0.1608626001459301,500-999
A2RU14,115,0.3607479244907531,0.21588449549567987,<200
A2RU30,521,0.7890090904498911,0.12108585914412898,500-999
A2RU37,121,0.7999395049261203,0.1919234267553288,<200
A2RU48,225,0.24203314390224667,0.26213303499679885,200-499
A2RU49,373,0.0752594916179496,0.05579214892781652,200-499
A2RU54,273,0.9062977889460128,0.0407145683177107,200-499
A2RU67,622,0.47163856766461054,0.06860698353809555,500-999
A2RUB1,952,0.7701806365009016,0.19033916144379948,500-999
A2RUB6,948,0.8796900653478504,0.08939438283834622,500-999
A2RUC4,315,0.10507510787024434,0.06235807470900105,200-499
A2RUH7,354,0.30189118705419765,0.10179921074839413,200-499
A2RUQ5,167,0.6628165424085994,0.21519489788888216,<200
A2RUR9,1427,0.7558778046862942,0.1317549014355023,>=1000
A2RUS2,1198,0.22889397881034754,0.0759681673471818,>=1000
A2RUT3,159,0.6926599568663524,0.11591114554471474,<200
A2RUU4,121,0.4115018933309171,0.13344634172353517,<200
A2VCK2,349,0.7304534441208956,0.05818134021795479,200-499
A2VDF0,154,0.09395109252856919,0.10308381241335786,<200
A2VDJ0,1609,0.6095653338747621,0.14690944190572833,>=1000
A2VEC9,5150,0.38374316278619486,0.17706872707460353,>=1000
A3KFT3,312,0.11803468184615323,0.10648962558201616,200-499
A3KMH1,1905,0.25742490887941544,0.14531311053275567,>=1000
A3KN83,1393,0.582876120816125,0.11259681032120909,>=1000
A3QJZ6,481,0.185093681500857,0.10119442835416945,200-499
A3QJZ7,478,0.15686460455900925,0.10528235843045623,200-499
A4D0S4,1761,0.26543574378783646,0.19118945510596486,>=1000
A4D0T7,59,0.5730288203093281,0.21692754241634865,<200
A4D0V7,1026,0.2904929900001754,0.114058416606223,>=1000
A4D0Y5,90,0.6109313432991812,0.26899990233068444,<200
A4D126,451,0.24544927926443574,0.07618883429295767,200-499
A4D161,298,0.5819584343777361,0.16525341684847866,200-499
A4D1B5,854,0.1624902211232177,0.0754416467345447,500-999
A4D1E1,1349,0.8015670156386187,0.1978843084864928,>=1000
A4D1E9,387,0.37804604434378924,0.13891507584485602,200-499
A4D1F6,860,0.3034310640143069,0.10842945857326958,500-999
A4D1N5,150,0.5846996833059719,0.23282958744286317,<200
A4D1P6,747,0.5230264217868839,0.07910195941833033,500-999
A4D1S0,409,0.8747057867001319,0.027873262044864382,200-499
A4D1S5,217,0.35163210167150255,0.15191323143215651,200-499
A4D1T9,235,0.2542496936224911,0.12341415939395825,200-499
A4D1U4,455,0.38232843211781586,0.05911760338791234,200-499
A4D1Z8,144,0.13213734379930397,0.11674855204348003,<200
A4D250,179,0.6322765031508122,0.1948966956792728,<200
A4D256,447,0.36570996580602366,0.11901735765767085,200-499
A4D263,438,0.7895877383647603,0.15175138178906816,200-499
A4D2B0,266,0.46830508667569054,0.1776219188493089,200-499
A4D2B8,440,0.7072672294684211,0.19670784515553777,200-499
A4D2G3,310,0.11405654153091088,0.11891438145511883,200-499
A4D2H0,777,0.7307350092347541,0.18611096763926951,500-999
A4D2P6,1211,0.6145571492715429,0.1817106774778401,>=1000
A4FU01,709,0.38268300199911653,0.1628003924396279,500-999
A4FU28,777,0.7229847918065372,0.20215977213190747,500-999
A4FU49,640,0.8824043602657227,0.17820445030022466,500-999
A4FU69,1503,0.5890392592469874,0.09319065763643858,>=1000
A4GXA9,379,0.4973272253001112,0.0734252246268848,200-499
A4IF30,521,0.5172867026263158,0.1090718679677755,500-999
A4QMS7,147,0.8218273446700312,0.16331752975614422,<200
A4QN01,128,0.5853395108135524,0.23381175438621254,<200
A4QPB2,252,0.2292130906746966,0.1303479091927643,200-499
A4QPH2,592,0.22234598457535296,0.08328005490129285,500-999
A4UGR9,3374,0.8526914440890828,0.2450620570093053,>=1000
A5A3E0,1075,0.5902190809905389,0.1128955880117925,>=1000
A5D6W6,292,0.19840464065034885,0.0892264306295049,200-499
A5D8T8,446,0.18518756686002383,0.06955884626866564,200-499
A5D8V6,355,0.7968931249566561,0.12016075155186501,200-499
A5D8V7,595,0.6335497913534195,0.15784563016988648,500-999
A5D8W1,941,0.3585459381441769,0.13132995192710348,500-999
A5LHX3,300,0.5150373363827218,0.1576075325992505,200-499
A5PKW4,1024,0.7480289776134995,0.13767646484079862,>=1000
A5PL33,1030,0.9190056631446648,0.10864829513563268,>=1000
A5PLK6,1076,0.4914549057107979,0.14634928120942237,>=1000
A5PLL1,514,0.829002260462288,0.07629380493087592,500-999
A5PLL7,270,0.2599480233835216,0.1650304909205512,200-499
A5PLN7,773,0.8613833355514121,0.11579711199461781,500-999
A5PLN9,417,0.2384605261416691,0.1374167548576972,200-499
A5X5Y0,456,0.4189212731651698,0.1412083306324199,200-499
A5YKK6,2376,0.3274016787528007,0.07654126323683046,>=1000
A5YM69,484,0.9631662048279827,0.05736085788008088,200-499
A5YM72,827,0.08222556291034973,0.07768236212460433,500-999
A6BM72,1044,0.4309454926227264,0.1493169711369572,>=1000
A6H8M9,788,0.3343920182034535,0.13179856878754512,500-999
A6H8Y1,2624,0.8932902715410401,0.1867913815684043,>=1000
A6H8Z2,402,0.7947245788022502,0.12458167281613307,200-499
A6NC05,138,0.7400945115069035,0.10043599529609284,<200
A6NC42,116,0.3416112213523921,0.21447437092618174,<200
A6NC51,233,0.14956720154240682,0.1052877651331228,200-499
A6NC57,917,0.584680324002085,0.15390273108313832,500-999
A6NC62,81,0.8171733102526997,0.2052633551042876,<200
A6NC78,632,0.7677436534881895,0.12461669977584953,500-999
A6NC86,204,0.19507199384196425,0.08919997836389174,200-499
A6NC97,362,0.26193511075680803,0.12244574798416416,200-499
A6NC98,1476,0.6334476831532588,0.2521101820407441,>=1000
A6NCC3,632,0.7728480637856784,0.09930949915481373,500-999
A6NCE7,125,0.2706312695657698,0.2117401458297811,<200
A6NCF5,533,0.15835745382833177,0.0730727859762538,500-999
A6NCF6,341,0.6419265983464508,0.12928431304217164,200-499
A6NCI4,1184,0.42123361145657,0.13585707722493998,>=1000
A6NCI5,91,0.6211068823361449,0.2810521665215545,<200
A6NCI8,922,0.845604502197256,0.15021770263188497,500-999
A6NCJ1,209,0.7392394502985765,0.23623910846137822,200-499
A6NCK2,446,0.19271011051817463,0.14205754251958108,200-499
A6NCL1,334,0.8499881121324508,0.06836960959893508,200-499
A6NCL2,159,0.3561858288268967,0.12686072953801578,<200
A6NCL7,494,0.7557025461875249,0.14019315457178672,200-499
A6NCM1,818,0.4011464392311466,0.1091570550858198,500-999
A6NCN2,255,0.35268158970175817,0.2561445402864371,200-499
A6NCN8,305,0.6754558488994019,0.1832236486845409,200-499
A6NCQ9,220,0.7703495736317154,0.10212602788906104,200-499
A6NCS4,301,0.8976250880287265,0.07388622263568341,200-499
A6NCS6,295,0.6429803454160302,0.08674112409149698,200-499
A6NCV1,312,0.1250737580196166,0.11643047080989331,200-499
A6NCW0,530,0.60858606823339,0.10593102094502144,500-999
A6NCW7,530,0.6220633086275345,0.09921128678742855,500-999
A6ND01,250,0.2647184313726701,0.10999935924098371,200-499
A6ND36,823,0.8127673515267108,0.12411926221133299,500-999
A6ND48,311,0.11136148281866488,0.1663329873951748,200-499
A6ND91,283,0.09839081348618632,0.1310858112464459,200-499
A6NDA9,550,0.3704636496246553,0.08566845049341963,500-999
A6NDB9,673,0.9439003928671663,0.04271210896755938,500-999
A6NDD5,238,0.8738822765299463,0.04601651584162039,200-499
A6NDE4,496,0.876440760892287,0.08241226474627533,200-499
A6NDE8,117,0.9385187481135717,0.1373772406371269,<200
A6NDG6,321,0.13961828413216898,0.07283658622576951,200-499
A6NDH6,313,0.12688790626053664,0.11322191949658082,200-499
A6NDI0,452,0.2720637777842122,0.19168458235378288,200-499
A6NDK9,693,0.7665802795775668,0.08931986310117236,500-999
A6NDL7,214,0.08403295504626468,0.07846374244176171,200-499
A6NDL8,312,0.12311415485995994,0.13202311993960897,200-499
A6NDN3,693,0.7623883633234187,0.08983244782862906,500-999
A6NDN8,102,0.5559254326273622,0.1290423083312822,<200
A6NDP7,307,0.1309286171367237,0.08900037408820545,200-499
A6NDR6,274,0.8295630397570452,0.08482178952253575,200-499
A6NDS4,549,0.6256535256843925,0.09584406720596254,500-999
A6NDU8,294,0.3258648430307751,0.19411748933672152,200-499
A6NDV4,472,0.3154122489778138,0.08966182093254603,200-499
A6NDX4,124,0.5832724269812655,0.27357772883174164,<200
A6NDX5,716,0.5665958400246125,0.16290673680551873,500-999
A6NDY0,278,0.8585641687436741,0.04270037470327983,200-499
A6NDY2,464,0.9282391614926746,0.09791977980950294,200-499
A6NDZ8,208,0.8506859158854817,0.10701117055909276,200-499
A6NE01,2351,0.7235815335564854,0.17968947686763428,>=1000
A6NE02,478,0.21737516201542906,0.07135604991951323,200-499
A6NE52,1622,0.4692268640046267,0.16194383686514133,>=1000
A6NE82,208,0.8574299053146132,0.10445121465409295,200-499
A6NEC2,478,0.10839864623504171,0.06278275143481231,200-499
A6NED2,376,0.3994854409165568,0.1026539246113116,200-499
A6NEE1,506,0.5516102270337229,0.1136935267652923,500-999
A6NEF3,574,0.7628239329615641,0.08523153290717982,500-999
A6NEH6,219,0.8722372172770141,0.05574034720287915,200-499
A6NEH8,195,0.8808019200888215,0.1259435143267602,<200
A6NEK1,328,0.19334851459474758,0.10517298822980453,200-499
A6NEL2,793,0.7687075164682889,0.17991668310700462,500-999
A6NEL3,165,0.5761759310651421,0.2179948552960464,<200
A6NEM1,432,0.791221264890702,0.09824372263573933,200-499
A6NEN9,183,0.5998344999058095,0.13857895613604532,<200
A6NEQ0,496,0.873495045711564,0.08497649430874836,200-499
A6NEQ2,426,0.9176667924616256,0.08417482323162893,200-499
A6NER0,549,0.617497225634694,0.09874665161300619,500-999
A6NER3,117,0.9350236932553586,0.157274789779447,<200
A6NES4,1674,0.09890535108506267,0.048156276176560577,>=1000
A6NET4,321,0.16227388209923763,0.11714018009084325,200-499
A6NEV1,266,0.9036096649053706,0.07923692260967477,200-499
A6NEY8,169,0.09181302117463999,0.13851732887152474,<200
A6NF01,834,0.9622335903691653,0.05762211920041016,500-999
A6NF34,631,0.5339814390738141,0.1801824684069334,500-999
A6NF36,153,0.6791641892742881,0.15560443203442648,<200
A6NF83,97,0.8538337346152683,0.11662363696716739,<200
A6NF89,314,0.11778601060705857,0.11274212267760075,200-499
A6NFA0,338,0.8746068337395629,0.08100954635791029,200-499
A6NFA1,517,0.596280723180851,0.08834890946730103,500-999
A6NFC5,223,0.3303054564029286,0.14816446627240681,200-499
A6NFC9,320,0.5519689448999588,0.20816140954815113,200-499
A6NFD8,242,0.763193390131736,0.09857985745335526,200-499
A6NFE2,343,0.756565023095468,0.08547450431037444,200-499
A6NFE3,127,0.28629668155607324,0.2594553686796711,<200
A6NFF2,107,0.6579904533628541,0.14646480684394395,<200
A6NFH5,140,0.28435274212344896,0.2963926418873101,<200
A6NFI3,1004,0.7830612753257624,0.10351019320175874,>=1000
A6NFK2,248,0.7408195048561973,0.15877834133415963,200-499
A6NFN3,312,0.8161337942866348,0.09131584219628412,200-499
A6NFN9,502,0.5089056275564847,0.12040083261700624,500-999
A6NFQ2,919,0.050642395619497016,0.07503159914014698,500-999
A6NFQ7,191,0.7998795955529199,0.06062583835644254,<200
A6NFR6,353,0.8430530488147459,0.11815065965135248,200-499
A6NFT4,308,0.4212961050436984,0.19464664784882912,200-499
A6NFU0,413,0.25109161900057836,0.17066387535407998,200-499
A6NFU8,196,0.28030594083881205,0.12062827225890373,<200
A6NFX1,504,0.2717351960979355,0.10906107550408768,500-999
A6NFY4,417,0.37597790712519397,0.20705023437037906,200-499
A6NFY7,115,0.7245427846037767,0.15779415047616885,<200
A6NFZ4,105,0.6563503000081494,0.19913987525170923,<200
A6NG13,374,0.25691756845660446,0.09343366841774661,200-499
A6NGA9,273,0.595973118174818,0.1360260656743161,200-499
A6NGB0,302,0.5750678541828668,0.16217816989592873,200-499
A6NGB7,291,0.7185759393237728,0.0946543293730674,200-499
A6NGB9,483,0.9458985170631293,0.07014446705924587,200-499
A6NGC4,264,0.27897313427972315,0.1319208546026511,200-499
A6NGD5,496,0.7760369316595959,0.15431480338942966,200-499
A6NGE4,600,0.6122555913239334,0.13711323325937172,500-999
A6NGE7,173,0.16441573850647667,0.13050233094330663,<200
A6NGG3,77,0.7556864736558837,0.18448214102485463,<200
A6NGG8,1288,0.888269018618543,0.13282134312457627,>=1000
A6NGH7,325,0.7859398186924852,0.08797172459313453,200-499
A6NGH8,418,0.250095258909903,0.11787257726106817,200-499
A6NGJ6,449,0.27765764340658367,0.12857409576588016,200-499
A6NGK3,116,0.933269017324825,0.1492992611446656,<200
A6NGN4,478,0.16104375304678598,0.09573259341763596,200-499
A6NGN9,336,0.21155487687485605,0.14269553344765865,200-499
A6NGQ2,149,0.5357199947581409,0.14990582922813572,<200
A6NGR9,719,0.3909098616264302,0.09737952261960756,500-999
A6NGS2,130,0.8425408206509709,0.10689494422750499,<200
A6NGU5,568,0.12207697106744972,0.12517262814740304,500-999
A6NGU7,62,0.8140902435500849,0.1790992245200484,<200
A6NGW2,1772,0.2641719978390617,0.143586514562703,>=1000
A6NGY1,282,0.8947505923074358,0.12893484307885159,200-499
A6NGY3,159,0.8451899989310687,0.09686102924718662,<200
A6NGY5,319,0.11150353723658532,0.10545858473060604,200-499
A6NGZ8,99,0.7030749323038702,0.20282064072875355,<200
A6NH00,312,0.11372917791288735,0.11408054747985609,200-499
A6NH11,291,0.39167215872793526,0.11126446836078535,200-499
A6NH13,148,0.8461232997068495,0.23346341554778227,<200
A6NH21,518,0.47328829290389673,0.1886139574890096,500-999
A6NH52,213,0.5040257890284298,0.18614072017076388,200-499
A6NH57,179,0.17265231670724154,0.1535657793735791,<200
A6NHA9,309,0.11937460721605667,0.1003179536140978,200-499
A6NHC0,703,0.15895155173390338,0.0927363799476768,500-999
A6NHG4,134,0.3473851083749774,0.1206294354024877,<200
A6NHG9,310,0.11758887244615934,0.12192271691575543,200-499
A6NHJ4,632,0.6583290522826394,0.15496916376226264,500-999
A6NHL2,446,0.1331945972854732,0.12396197824327936,200-499
A6NHM9,499,0.11180218152684188,0.07300842145033001,200-499
A6NHN0,477,0.7795622461511673,0.1314626435335017,200-499
A6NHN6,443,0.8108674131172523,0.1948819964944811,200-499
A6NHP3,402,0.7684035304526918,0.08919458321910016,200-499
A6NHQ2,334,0.6033409861114886,0.17303352794457247,200-499
A6NHQ4,379,0.9085025585216631,0.12712829297911982,200-499
A6NHR8,397,0.5821177592407082,0.16041539072223626,200-499
A6NHR9,2005,0.2601895342147889,0.10897594552984055,>=1000
A6NHS1,94,0.9568906601819221,0.052093480149962144,<200
A6NHS7,340,0.7382803486032683,0.10241784594453883,200-499
A6NHT5,357,0.917979597699182,0.037593359171130325,200-499
A6NHX0,329,0.1997422635024229,0.14161145119999216,200-499
A6NHY2,528,0.33369755303750004,0.0913428252970007,500-999
A6NHZ5,514,0.18899135277742019,0.07647321687974887,500-999
A6NI03,449,0.2764975192331889,0.13365869740951847,200-499
A6NI15,193,0.8940040517097622,0.03511432017693517,<200
A6NI28,874,0.5692223325103622,0.0721830590610123,500-999
A6NI47,508,0.7240131435632597,0.11290390042856778,500-999
A6NI56,667,0.5711268919891227,0.22602351639297996,500-999
A6NI61,221,0.17399832859269962,0.11532175034584943,200-499
A6NI72,391,0.5373365192160258,0.1359863970452838,200-499
A6NI73,299,0.4911614272294787,0.09886662859693396,200-499
A6NI79,296,0.6206250677186803,0.1662245514702948,200-499
A6NI86,522,0.7471653626760867,0.11044830404763291,500-999
A6NI87,242,0.7307813118258077,0.1558275461278189,200-499
A6NIE6,340,0.605885350486952,0.11686461185984903,200-499
